CustomerID,InvoiceDate_max,AnalyzeDate,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,RFMScore,RFMValue,CustomerLevel
12670,2011-10-11,2025-05-21,4971,43,1273.54,3,2,1,321,6,Middle
12673,2011-04-12,2025-05-21,5153,19,389.62,1,3,3,133,7,Middle
12674,2011-09-09,2025-05-21,5003,46,993.8,3,2,2,322,7,Middle
12676,2011-08-08,2025-05-21,5035,23,800.15,3,3,2,332,8,Middle
12678,2011-05-06,2025-05-21,5129,19,2073.52,2,3,1,231,6,Middle
12679,2011-12-10,2025-05-21,4911,44,906.38,4,2,2,422,8,Middle
12680,2011-11-09,2025-05-21,4942,22,361.83000000000015,4,3,3,433,10,Top
12681,2011-11-07,2025-05-21,4944,258,5368.2900000000045,4,1,1,411,6,Middle
12682,2011-12-08,2025-05-21,4913,319,7288.080000000006,4,1,1,411,6,Middle
12683,2011-12-05,2025-05-21,4916,193,4300.700000000002,4,1,1,411,6,Middle
12684,2011-10-05,2025-05-21,4977,47,916.26,3,2,2,322,7,Middle
12685,2011-11-11,2025-05-21,4940,112,2019.54,4,1,1,411,6,Middle
12686,2010-03-12,2025-05-21,5549,7,89.14,1,4,4,144,9,Top
12689,2011-04-08,2025-05-21,5157,34,511.03000000000014,1,2,2,122,5,Low
12691,2011-12-10,2025-05-21,4911,11,479.5,4,4,2,442,10,Top
12693,2011-12-05,2025-05-21,4916,19,454.01,4,3,3,433,10,Top
12694,2011-09-06,2025-05-21,5006,20,439.5,3,3,3,333,9,Top
12695,2011-04-10,2025-05-21,5155,8,248.2,1,4,3,143,8,Middle
12697,2011-11-11,2025-05-21,4940,12,223.68,4,4,4,444,12,Top
12700,2011-08-05,2025-05-21,5038,268,4939.990000000006,2,1,1,211,4,Low
12701,2011-11-04,2025-05-21,4947,21,337.08,4,3,3,433,10,Top
12704,2011-04-11,2025-05-21,5154,32,1120.85,1,2,1,121,4,Low
12705,2011-08-04,2025-05-21,5039,123,2319.6700000000005,2,1,1,211,4,Low
12708,2011-10-11,2025-05-21,4971,50,792.8699999999999,3,2,2,322,7,Middle
12709,2011-12-10,2025-05-21,4911,108,4051.34,4,1,1,411,6,Middle
12710,2011-04-09,2025-05-21,5156,33,430.05999999999983,1,2,3,123,6,Middle
12712,2011-12-01,2025-05-21,4920,85,2680.0299999999993,4,1,1,411,6,Middle
12713,2011-09-12,2025-05-21,5000,38,848.5499999999997,3,2,2,322,7,Middle
12716,2011-06-12,2025-05-21,5092,24,375.59,2,3,3,233,8,Middle
12717,2011-11-07,2025-05-21,4944,55,1030.98,4,2,2,422,8,Middle
12719,2011-05-10,2025-05-21,5125,39,644.9499999999998,2,2,2,222,6,Middle
12720,2011-12-07,2025-05-21,4914,189,3029.319999999999,4,1,1,411,6,Middle
12721,2011-09-06,2025-05-21,5006,122,2026.6300000000006,3,1,1,311,5,Low
12722,2011-12-07,2025-05-21,4914,19,302.92,4,3,3,433,10,Top
12723,2011-06-12,2025-05-21,5092,41,376.69,2,2,3,223,7,Middle
12724,2011-11-01,2025-05-21,4950,19,363.14,4,3,3,433,10,Top
12725,2010-03-12,2025-05-21,5549,24,427.8,1,3,3,133,7,Middle
12726,2011-11-11,2025-05-21,4940,63,1363.9000000000005,4,2,1,421,7,Middle
12727,2011-05-09,2025-05-21,5126,56,1903.54,2,2,1,221,5,Low
12728,2011-11-01,2025-05-21,4950,13,252.54,4,4,3,443,11,Top
12731,2011-11-05,2025-05-21,4946,42,2705.2,4,2,1,421,7,Middle
12735,2011-06-01,2025-05-21,5103,22,319.76999999999987,2,3,3,233,8,Middle
12736,2011-11-01,2025-05-21,4950,4,234.00000000000003,4,4,4,444,12,Top
12738,2010-02-12,2025-05-21,5577,11,155.35,1,4,4,144,9,Top
12739,2011-01-09,2025-05-21,5246,37,975.54,1,2,2,122,5,Low
12740,2011-07-10,2025-05-21,5064,27,427.59999999999985,2,3,3,233,8,Middle
12744,2011-05-04,2025-05-21,5131,57,8209.580000000002,1,2,1,121,4,Low
12747,2011-07-12,2025-05-21,5062,50,2226.1799999999994,2,2,1,221,5,Low
12748,2011-12-05,2025-05-21,4916,2148,14154.130000000006,4,1,1,411,6,Middle
12749,2011-10-05,2025-05-21,4977,167,3518.2900000000013,3,1,1,311,5,Low
12750,2011-03-08,2025-05-21,5188,15,275.88,1,3,3,133,7,Middle
12753,2011-09-02,2025-05-21,5010,129,12940.510000000002,3,1,1,311,5,Low
12754,2011-07-03,2025-05-21,5071,49,61.620000000000026,2,2,4,224,8,Middle
12755,2011-04-03,2025-05-21,5162,4,3811.95,1,4,1,141,6,Middle
12757,2011-12-05,2025-05-21,4916,321,3439.820000000004,4,1,1,411,6,Middle
12758,2011-08-03,2025-05-21,5040,56,1570.1900000000005,2,2,1,221,5,Low
12759,2011-09-03,2025-05-21,5009,27,444.8,3,3,3,333,9,Top
12762,2011-02-12,2025-05-21,5212,48,1436.9300000000005,1,2,1,121,4,Low
12763,2010-05-12,2025-05-21,5488,16,320.08,1,3,3,133,7,Middle
12766,2011-09-01,2025-05-21,5011,110,2554.1999999999994,3,1,1,311,5,Low
12772,2011-11-10,2025-05-21,4941,55,892.4700000000003,4,2,2,422,8,Middle
12775,2011-03-06,2025-05-21,5190,27,634.2499999999999,1,3,2,132,6,Middle
12778,2011-09-06,2025-05-21,5006,16,255.93,3,3,3,333,9,Top
12779,2011-05-04,2025-05-21,5131,88,2298.150000000001,1,1,1,111,3,Low
12781,2011-07-10,2025-05-21,5064,10,277.48,2,4,3,243,9,Top
12782,2011-05-12,2025-05-21,5123,14,252.25,2,3,3,233,8,Middle
12783,2011-07-12,2025-05-21,5062,30,622.8399999999998,2,2,2,222,6,Middle
12785,2010-10-12,2025-05-21,5335,14,311.95,1,3,3,133,7,Middle
12787,2011-09-09,2025-05-21,5003,8,186.56,3,4,4,344,11,Top
12789,2011-05-10,2025-05-21,5125,4,91.85,2,4,4,244,10,Top
12791,2010-01-12,2025-05-21,5608,2,192.6,1,4,4,144,9,Top
12793,2011-09-01,2025-05-21,5011,24,545.48,3,3,2,332,8,Middle
12794,2011-02-09,2025-05-21,5215,20,316.99999999999994,1,3,3,133,7,Middle
12797,2010-09-12,2025-05-21,5365,13,254.03,1,4,3,143,8,Middle
12802,2011-06-06,2025-05-21,5098,25,427.57999999999987,2,3,3,233,8,Middle
12808,2011-08-06,2025-05-21,5037,28,483.65000000000015,2,3,2,232,7,Middle
12816,2011-05-09,2025-05-21,5126,14,253.55,2,3,3,233,8,Middle
12817,2011-03-03,2025-05-21,5193,4,166.04,1,4,4,144,9,Top
12820,2011-06-12,2025-05-21,5092,12,210.35,2,4,4,244,10,Top
12821,2011-09-05,2025-05-21,5007,6,92.72,3,4,4,344,11,Top
12823,2011-04-08,2025-05-21,5157,1,229.5,1,4,4,144,9,Top
12824,2011-11-10,2025-05-21,4941,25,397.12,4,3,3,433,10,Top
12826,2011-10-11,2025-05-21,4971,31,577.1,3,2,2,322,7,Middle
12827,2011-07-11,2025-05-21,5063,10,212.4,2,4,4,244,10,Top
12828,2011-07-12,2025-05-21,5062,47,907.5100000000003,2,2,2,222,6,Middle
12829,2011-07-01,2025-05-21,5073,6,207.25,2,4,4,244,10,Top
12830,2011-09-09,2025-05-21,5003,14,2258.56,3,3,1,331,7,Middle
12832,2011-07-11,2025-05-21,5063,27,383.03,2,3,3,233,8,Middle
12834,2011-02-03,2025-05-21,5221,18,312.38,1,3,3,133,7,Middle
12836,2011-11-10,2025-05-21,4941,151,2161.730000000001,4,1,1,411,6,Middle
12838,2011-06-11,2025-05-21,5093,123,683.1299999999994,2,1,2,212,5,Low
12839,2011-09-06,2025-05-21,5006,117,2203.6599999999994,3,1,1,311,5,Low
12840,2011-10-06,2025-05-21,4976,40,1296.6999999999996,3,2,1,321,6,Middle
12841,2011-12-06,2025-05-21,4915,227,2167.800000000001,4,1,1,411,6,Middle
12842,2011-04-02,2025-05-21,5163,14,310.73,1,3,3,133,7,Middle
12843,2011-10-05,2025-05-21,4977,80,1282.36,3,1,1,311,5,Low
12844,2011-10-11,2025-05-21,4971,52,325.95999999999987,3,2,3,323,8,Middle
12849,2011-08-11,2025-05-21,5032,15,346.39,3,3,3,333,9,Top
12851,2011-04-09,2025-05-21,5156,50,135.17999999999995,1,2,4,124,7,Middle
12854,2011-12-04,2025-05-21,4917,42,420.47,4,2,3,423,9,Top
12855,2010-02-12,2025-05-21,5577,3,38.1,1,4,4,144,9,Top
12856,2011-11-11,2025-05-21,4940,159,870.9600000000003,4,1,2,412,7,Middle
12857,2011-10-02,2025-05-21,4980,34,801.6,3,2,2,322,7,Middle
12865,2011-08-08,2025-05-21,5035,58,981.3799999999997,3,2,2,322,7,Middle
12866,2011-01-03,2025-05-21,5252,26,559.1199999999999,1,3,2,132,6,Middle
12867,2011-09-05,2025-05-21,5007,161,1124.54,3,1,1,311,5,Low
12868,2011-12-01,2025-05-21,4920,77,1176.3400000000004,4,1,1,411,6,Middle
12872,2010-09-12,2025-05-21,5365,38,378.53,1,2,3,123,6,Middle
12873,2011-02-03,2025-05-21,5221,4,374.0,1,4,3,143,8,Middle
12875,2010-12-12,2025-05-21,5274,1,293.7600000000001,1,4,3,143,8,Middle
12877,2011-07-08,2025-05-21,5066,28,376.56,2,3,3,233,8,Middle
12879,2011-09-09,2025-05-21,5003,4,140.5,3,4,4,344,11,Top
12881,2011-09-03,2025-05-21,5009,7,298.0,3,4,3,343,10,Top
12882,2011-06-11,2025-05-21,5093,5,471.84,2,4,2,242,8,Middle
12883,2011-11-09,2025-05-21,4942,19,291.63000000000005,4,3,3,433,10,Top
12884,2011-12-09,2025-05-21,4912,7,309.05000000000007,4,4,3,443,11,Top
12885,2011-08-08,2025-05-21,5035,71,1175.2199999999996,3,1,1,311,5,Low
12886,2011-04-05,2025-05-21,5160,82,1378.4,1,1,1,111,3,Low
12888,2011-09-05,2025-05-21,5007,1,81.36,3,4,4,344,11,Top
12891,2011-07-06,2025-05-21,5068,2,289.0,2,4,3,243,9,Top
12893,2011-09-11,2025-05-21,5001,34,188.14,3,2,4,324,9,Top
12897,2011-11-02,2025-05-21,4949,2,128.8,4,4,4,444,12,Top
12901,2011-11-05,2025-05-21,4946,14,1621.92,4,3,1,431,8,Middle
12910,2011-12-04,2025-05-21,4917,33,1286.6199999999994,4,2,1,421,7,Middle
12912,2011-07-12,2025-05-21,5062,11,804.2399999999999,2,4,2,242,8,Middle
12913,2011-11-02,2025-05-21,4949,28,1401.49,4,3,1,431,8,Middle
12915,2010-02-12,2025-05-21,5577,13,199.65,1,4,4,144,9,Top
12917,2011-03-08,2025-05-21,5188,2,594.0,1,4,2,142,7,Middle
12919,2011-12-07,2025-05-21,4914,28,676.8199999999998,4,3,2,432,9,Top
12921,2011-11-05,2025-05-21,4946,321,7377.7800000000025,4,1,1,411,6,Middle
12922,2011-01-07,2025-05-21,5248,28,405.38,1,3,3,133,7,Middle
12923,2011-06-10,2025-05-21,5094,29,176.97,2,2,4,224,8,Middle
12924,2011-12-09,2025-05-21,4912,22,508.23,4,3,2,432,9,Top
12925,2011-05-12,2025-05-21,5123,22,325.7399999999999,2,3,3,233,8,Middle
12928,2011-12-04,2025-05-21,4917,32,980.26,4,2,2,422,8,Middle
12929,2011-01-02,2025-05-21,5253,8,117.85,1,4,4,144,9,Top
12931,2011-11-08,2025-05-21,4943,62,35265.76000000002,4,2,1,421,7,Middle
12933,2011-01-03,2025-05-21,5252,8,110.75,1,4,4,144,9,Top
12935,2011-07-12,2025-05-21,5062,19,343.78,2,3,3,233,8,Middle
12939,2011-11-03,2025-05-21,4948,21,6397.919999999999,4,3,1,431,8,Middle
12942,2010-09-12,2025-05-21,5365,16,258.75,1,3,3,133,7,Middle
12944,2011-04-11,2025-05-21,5154,16,317.56,1,3,3,133,7,Middle
12947,2011-10-06,2025-05-21,4976,49,950.12,3,2,2,322,7,Middle
12948,2011-11-10,2025-05-21,4941,36,660.67,4,2,2,422,8,Middle
12949,2011-09-11,2025-05-21,5001,154,3025.070000000001,3,1,1,311,5,Low
12950,2011-07-12,2025-05-21,5062,16,1531.4,2,3,1,231,6,Middle
12951,2011-05-04,2025-05-21,5131,27,467.48,1,3,3,133,7,Middle
12952,2011-04-12,2025-05-21,5153,18,297.73000000000013,1,3,3,133,7,Middle
12955,2011-08-12,2025-05-21,5031,85,2505.060000000001,3,1,1,311,5,Low
12956,2011-06-02,2025-05-21,5102,19,108.07,2,3,4,234,9,Top
12957,2011-06-06,2025-05-21,5098,57,1000.2,2,2,2,222,6,Middle
12962,2011-02-12,2025-05-21,5212,5,95.85,1,4,4,144,9,Top
12963,2011-01-12,2025-05-21,5243,28,630.4500000000003,1,3,2,132,6,Middle
12965,2011-11-09,2025-05-21,4942,109,771.9099999999997,4,1,2,412,7,Middle
12967,2010-03-12,2025-05-21,5549,15,1368.4,1,3,1,131,5,Low
12970,2011-02-12,2025-05-21,5212,143,428.44,1,1,3,113,5,Low
12971,2011-12-01,2025-05-21,4920,126,3877.9199999999987,4,1,1,411,6,Middle
12976,2011-12-05,2025-05-21,4916,22,738.6,4,3,2,432,9,Top
12977,2011-06-07,2025-05-21,5097,9,39.24,2,4,4,244,10,Top
12980,2011-12-01,2025-05-21,4920,9,4082.94,4,4,1,441,9,Top
